Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
11,November,1946,03:30,"Cleveland, Ohio",Chicago - Cleveland,20,17,3,2,0,2,0,404,Douglas DC-3 (C-53D-DO),N19947,4873,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
13,November,1946,03:41,"Lebec, California",Palmdale - Burbank,11,8,3,11,8,3,0,23,Douglas C-53D-DO (DC-3),NC18645,11662,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range."
24,December,1946,19:19,"Near San Diego, California",Holtville - San Diego,12,9,3,12,9,3,0,44,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain."
28,December,1946,02:09Z,"Near Shannon, Ireland",Paris - Shannon,23,14,9,13,9,4,0,6963,Lockheed 049 Consellation,NC86505,2026,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief."
28,December,1946,09:19,"Michigan City, Indiana",Buffalo - Chicago,21,18,3,2,0,2,0,2207,Douglas DC-3 (C-50A-DO),N15577,4805,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
12,January,1947,0138,"Near Galax, Virginia","Akron, OH - Winston/Salem, NC",19,16,3,18,15,3,0,665,Douglas DC-3,NC88872,3274,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was."
28,April,1947,2313,"Near Vancouver, British Columbia, Canada",Lethbridge - Vancouver,15,12,3,15,12,3,0,3,Lockheed 18 Loadstar,CF-TDF,18-2248,"The aircraft disappeared while en route from Lethbridge, Alberta to Vancouver, British Columbia. The last known position was over Vancouver Airport. The wreckage was discovered and identified in September 1994 in a remote area, 10 miles north of Vancouver near Mt. Seymour."
29,May,1947,1905,"La Guardia Airport, Queens, New York",New York City - Cleveland,48,44,4,43,41,2,0,521,Douglas C-54B,NC30046,18324,"The aircraft overran the runway during an attempted takeoff, crashed and caught fire. Either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition."
30,May,1947,1741,"Port Deposit, Maryland",Newark - Baltimore - Miami,53,49,4,53,49,4,0,605,Douglas C-54B-15-DO,NC88814,18380,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  Possible problems with the elevator. The official cause was never determined."
13,June,1947,1816,"Leesburg, Virginia",Pittsburgh - Washington D.C.,50,47,3,50,47,3,0,410,Douglas DC-4 (C-54-DO),NC88842,3112,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC."
19,June,1947,2340,"Al Mayadin, Syria",Karachi - Istanbul,36,27,9,14,7,7,0,121,Lockheed 049-46-21 Constellation,NC88845,2045,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse."
08,October,1947,0755,"Near El Paso, Texas",New York City - Dallas - Los Angeles,54,49,5,0,0,0,0,311,Douglas DC-4,NC90432,10314/DC45,"While cruising at 8,000 ft. in clear weather, the aircraft went into steep dive which the co-pilot was able to pull out of at 350 feet from the ground.  As a prank, a captain riding in the jump seat, engaged the gust lock in flight. The command pilot, not knowing the gust lock was engaged, rolled the elevator trim tab with no response. When the jump seat captain disengaged the gust lock,the aircraft went into a steep dive, executed part of an outside roll and become inverted. Neither the command nor jump seat captain had seat belts on and they accidentally feathered No. 1, 2 and 4 engines when they hit the controls with their heads.  No one realized it at the time but the feathering reduced power and allowed the co-pilot, who was strapped in, to pull out of the dive."
24,October,1947,1229,"Bryce Canyon, Utah",Los Angeles - New York City,53,48,5,53,48,5,0,608,Douglas DC-6,NC37510,42875/17,"Fire was reported on board the aircraft before it crashed.  An almost identical accident with the same cause occurred on 11/11/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slip stream, entering the cabin heater combustion air intake scoop. When the cabin heater came on an explosion and fire  occurred. The fire was fueled by magnesium flares strored in the cabin heater compartment. Caused by a design flaw in the aircraft which allowed vented fuel to be carried back into the cabin heater air intake."
26,October,1947,1930,"Near Mt. Hymettus, Greece",Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,44,36,8,44,36,8,0,1629,Douglas DC-4-1009,SE-BBG,42930/45,"The aircraft crashed into Mt. Hymettus while on approach to Hassani Airport in a severe rainstorm. The captain, John Douglas, probably tried to force the landing due to the weather conditions, when the belly of the aircraft hit the summit, resulting in loss of control, crash and fire. The pilot did not properly follow IFR procedures. The wreckage was found the next morning with the corpses of the victims plundered (the victim's pockets were found to be turned inside-out). The aircraft was named ""Sunnan."""
26,October,1947,1345,"Annette Island, Alaska",Seattle - Juneau,18,13,5,18,13,5,0,923,Douglas DC-4A,NC88920,10317,The aircraft crashed into Tamgas Mountain after abandoning an approach to Annette Island because of extreme turbulence and radioing its intentions to proceed to Juneau. Possible severe turbulence or icing. Official cause unknown. The aircraft was named Clipper Talisman II.
30,November,1947,1425,"Seattle, Washington",Anchorage - Seattle,28,25,3,8,7,1,1,009,Douglas C-54A,NC-91009,7453,"The plane attempted to land at Seattle-Tacoma Airport  but aborted the landing because of low ceiling and visibility. During a second landing attempt, the aircraft touched down 2,748 feet beyond the approach end of Runway 20, ran past the end of the runway, hit an automobile killing one person, crashed into a ditch and burst into flames. Caused by the landing of the airplane too far from the approach end of a wet runway and at a speed too great to accomplish a full stop on the runway."
18,December,1947,0930,"Krasnoyarsk, Russia",Krasnoyarsk - Omsk,25,20,5,9,3,4,0,6,Ilyushin IL-12,CCCP-L1343,30 049,Crash landed due to engine failure after an attempted go-around.
13,January,1948,0436,"Oxon Hill, Maryland",Atlanta - Washington D.C.,9,6,3,5,3,2,0,572,Douglas DC-3-201F,NC28384,4092,"The aircraft crashed during approach, 5.2 miles short of the runway, in poor weather conditions. Failure of the crew to follow prescribed  procedures and maintain a safe altitude during an ILS approach."
07,February,1948,1327,"Off Jacksonville, Florida",Boston- NY-West Palm Beach- Miami,69,63,6,1,0,1,0,611,Lockheed L-649 Constellation,NC112A,2533,The No. 3 propeller failed and penetrated the fuselage killing a purser.The failure of a propeller blade due to high stresses induced by accumulative engine malfunctioning.
